start_time_s,end_time_s,pitch_midi,velocity,pitch_bend
288.93791156462584,289.0888412698413,33,110,2,1,1,1,1,1,1,1,1,1,1,1,1
288.4851224489796,289.0888412698413,45,79,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287.99621950113374,288.5431723356009,40,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
287.6363102040816,288.1368231292517,33,94,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
287.29962086167797,287.4157206349206,45,51,2,2,1,1,1,1,1,1,1,1
287.29962086167797,287.6363102040816,33,90,2,2,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
287.0906412698412,287.2299609977324,38,60,3,2,2,2,2,2,2,2,2,2,3,3
286.67268208616775,287.07903129251696,40,96,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,-1,-1,-1,-1,-1,-2,-2
286.3592126984127,286.67268208616775,40,103,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0
286.17345306122445,286.3592126984127,40,105,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
286.00962947845807,286.1386231292517,38,68,2,2,2,2,2,1,1,1,2,2,2,2
285.73099002267577,286.00962947845807,38,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
285.64972018140594,285.83547981859414,50,52,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
285.5568403628118,285.7658199546485,45,84,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
285.25498095238095,285.5568403628118,45,111,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
285.2085410430839,285.3130308390023,38,59,1,1,1,1,1,1,1,1,1
284.7673619047619,285.2085410430839,38,104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284.6512621315193,284.7673619047619,38,89,-1,-1,0,0,0,0,0,0,0,1
284.3610126984127,284.6512621315193,37,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
284.25652290249434,284.3610126984127,37,49,1,1,1,0,0,1,1,1,1
283.91854965986397,284.3958426303855,44,88,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
283.3961006802721,283.5005904761905,36,56,-1,-1,-1,1,3,3,3,3,3
283.0942412698413,283.3961006802721,35,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
282.7691619047619,283.19873106575966,42,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282.0957832199546,283.0942412698413,35,91,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281.88551972789116,282.00161950113375,36,55,2,2,2,2,0,0,0,0,0,0
281.75780997732426,281.88551972789116,37,97,1,1,1,1,1,1,0,0,0,0,0
281.6068802721088,281.75780997732426,37,98,1,1,1,1,1,1,1,1,1,1,1,1,1
281.1424811791383,281.6068802721088,42,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
280.6200321995465,281.2121410430839,37,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
280.1091931972789,280.6200321995465,44,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
279.79443990929707,280.06146938775515,49,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279.5041904761905,279.79443990929707,49,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
279.1791111111111,279.67834013605443,33,83,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
278.5289523809524,279.1791111111111,33,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
278.4709024943311,278.6566621315193,45,39,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
