start_time_s,end_time_s,pitch_midi,velocity,pitch_bend
288.9146916099773,289.0888412698413,33,108,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
288.4502925170068,289.0888412698413,45,78,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
287.9846095238095,288.5431723356009,40,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
287.6363102040816,288.11360317460316,33,96,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
287.29962086167797,287.4621605442177,45,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287.2880108843537,287.6363102040816,33,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
287.11386122448977,287.2299609977324,38,68,2,2,2,2,2,1,1,1,1,1
286.9745414965986,287.11386122448977,39,85,3,3,2,2,2,2,2,2,2,2,2,0
286.684292063492,286.9745414965986,40,105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
286.34760272108844,286.684292063492,40,104,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0
286.1618430839002,286.34760272108844,40,100,-3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
286.00962947845807,286.12701315192743,38,66,2,2,2,2,1,1,1,1,2,2,2
285.73099002267577,286.00962947845807,38,91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
285.64972018140594,285.8122598639456,50,54,0,0,0,1,1,1,1,1,1,1,1,1,1,1
285.24337097505673,285.7542099773243,45,101,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
285.19693106575966,285.32464081632656,38,59,1,1,1,1,1,1,1,1,1,1,1
284.7673619047619,285.19693106575966,38,104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284.6512621315193,284.7673619047619,38,88,-1,-1,0,0,0,0,0,0,0,1
284.372622675737,284.6512621315193,37,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
283.91854965986397,284.3958426303855,44,89,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
283.38449070294786,283.5005904761905,36,54,-1,-1,-1,-1,1,1,3,3,3,3
283.0942412698413,283.38449070294786,35,101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282.75755192743765,283.1522911564626,42,88,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282.0957832199546,283.0942412698413,35,90,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281.88551972789116,282.013229478458,36,56,2,2,2,2,0,0,0,0,0,0,0
281.75780997732426,281.88551972789116,37,98,1,1,1,1,1,1,0,0,0,0,-1
281.59527029478454,281.75780997732426,37,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281.13087120181405,281.6068802721088,42,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
280.6200321995465,281.2121410430839,37,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0
