start_time_s,end_time_s,pitch_midi,velocity,pitch_bend
288.9030816326531,289.06562131519274,61,86,0,0,1,1,1,1,1,1,1,0,0,0,0,0
288.8914716553288,289.06562131519274,33,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288.8682517006803,289.06562131519274,45,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288.75215192743764,288.87986167800454,59,74,-5,-5,2,2,1,1,1,1,1,2,2
288.7289319727891,288.8682517006803,45,47,1,1,1,1,1,1,1,1,0,0,0,0
288.71732199546483,288.9843514739229,57,52,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1
288.55478231292517,288.7985918367347,54,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288.46190249433107,288.7289319727891,45,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288.415462585034,288.75215192743764,59,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5
288.05555328798187,288.1832630385488,62,64,1,1,1,1,1,1,1,1,1,1,1
287.9846095238095,288.4967324263038,40,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287.90333968253964,288.0787732426304,69,49,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287.90333968253964,288.1019931972789,57,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1
287.8220698412698,288.1252131519274,33,69,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287.7291900226757,287.9846095238095,54,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287.6827501133787,287.8336798185941,59,53,-2,1,1,1,0,0,0,0,1,1,1,1,1
287.6363102040816,287.8220698412698,33,94,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1
287.5782603174603,287.7756299319728,40,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287.3228408163265,287.6363102040816,33,48,1,1,1,2,2,0,0,0,1,1,1,1,1,1,1,3,3,3,1,2,1,1,1,1,1,1,1
287.2415709750567,287.38089070294785,57,53,1,1,1,1,1,1,1,1,1,1,1,1
287.2415709750567,287.58987029478453,49,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287.2415709750567,287.6943600907029,45,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287.2299609977324,287.6479201814059,64,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287.2299609977324,287.520210430839,61,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287.21835102040814,287.53182040816324,68,55,-2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287.21835102040814,287.6479201814059,52,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287.20674104308387,287.3576707482993,40,49,1,1,1,1,1,1,1,1,1,1,1,1,1
286.98615147392286,287.1022512471655,39,59,4,1,1,1,1,1,1,1,0,3
286.9164916099773,287.2299609977324,59,49,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
286.6030222222222,286.80039183673466,57,34,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1
286.48692244897956,286.98615147392286,40,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286.3243827664399,286.48692244897956,40,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286.25472290249434,286.5914122448979,69,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286.25472290249434,286.39404263038546,66,49,-1,0,2,2,2,2,2,2,1,1,1,1
286.1037931972789,286.25472290249434,69,43,1,1,1,1,1,1,1,4,4,4,4,1,1
286.1037931972789,286.2315029478458,64,54,1,1,1,1,1,1,1,1,1,1,1
286.1037931972789,286.3243827664399,40,66,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2
285.963189569161,286.17345306122445,54,57,1,1,1,1,1,1,1,1,1,1,-5,1,1,1,1,1,1,1,1
285.9515795918368,286.0689632653061,66,63,1,1,1,1,1,1,1,1,1,1,1
285.8122598639456,286.1037931972789,64,45,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285.8122598639456,285.963189569161,54,33,1,1,1,1,1,1,-5,-5,-5,-5,1,1,1
285.80064988662133,285.9051396825397,52,44,1,1,1,1,1,1,1,1,1
285.78903990929706,286.05606938775514,38,55,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1
285.66133015873015,285.78903990929706,38,76,1,1,1,1,1,1,1,1,1,1,1
285.6265002267574,285.7774299319728,61,81,1,2,2,2,2,2,2,2,2,2,2,2,4
285.6265002267574,285.7658199546485,50,39,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1
285.61489024943313,285.7542099773243,68,56,1,1,1,1,1,1,1,1,1,1,1,1
285.61489024943313,285.8122598639456,64,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285.61489024943313,285.7542099773243,45,66,1,1,1,1,1,1,1,1,1,1,1,1
285.51040045351476,285.61489024943313,68,35,1,1,1,1,-5,-5,-5,-5,-5
285.51040045351476,285.6265002267574,61,85,1,1,1,1,1,1,1,1,1,1
285.38269070294785,285.51040045351476,61,64,1,1,1,1,1,1,1,1,1,1,1
285.28981088435376,285.4639605442177,57,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285.28981088435376,285.61489024943313,45,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
285.1853210884354,285.28981088435376,45,69,1,1,1,1,1,1,1,1,1
285.1156612244898,285.42913061224493,54,45,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284.639652154195,285.1737111111111,38,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284.6280421768708,284.860241723356,62,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284.6280421768708,284.9531215419501,50,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
